domain_id	adjpid
A0A1V2SP76.1/1051-1154	0.938461538461538
A0A239SMH4.1/1370-1445	0.986842105263158
A0A239SMH4.1/1291-1366	0.986842105263158
A0A239SMH4.1/1212-1287	0.907894736842105
A0A291JGG1.1/750-833	0.972602739726027
A0A291JGG1.1/664-747	0.972602739726027
A0A291JGG1.1/578-661	0.931506849315068
C2GFN0.1/1221-1310	0.741379310344828
C2GFN0.1/1143-1206	0.741379310344828
C5NVD3.1/1452-1543	0.857142857142857
C5NVD3.1/1359-1450	0.857142857142857
C5NVD3.1/1266-1357	0.828571428571429
C5NVX2.1/1402-1476	0.901408450704225
C5NVX2.1/1328-1401	0.901408450704225
C5NY12.1/2836-2911	0.840579710144927
C5NY12.1/2756-2831	0.840579710144927
C5NY12.1/2479-2548	0.96969696969697
C5NY12.1/2409-2478	0.96969696969697
C5NY12.1/2335-2408	0.803030303030303
D0BNQ6.1/1868-1937	0.954545454545455
D0BNQ6.1/1798-1867	0.954545454545455
D0BNQ6.1/1724-1797	0.909090909090909
D6S3U4.1/2718-2801	0.926470588235294
D6S3U4.1/2634-2716	0.970588235294118
D6S3U4.1/2550-2632	0.985294117647059
D6S3U4.1/2466-2548	0.985294117647059
D6S3U4.1/2382-2464	0.985294117647059
D6S3U4.1/2297-2380	0.931506849315068
D6S3U4.1/2212-2295	0.931506849315068
E7GMU1.1/1186-1261	0.76
E7GMU1.1/1099-1174	0.76
F2I4F9.1/1470-1545	0.868421052631579
F2I4F9.1/1392-1467	0.868421052631579
F2I909.1/1840-1927	0.777777777777778
F2I909.1/1750-1837	0.859154929577465
F2I909.1/1660-1747	0.875
F2I909.1/1570-1657	0.875
F2I909.1/1480-1567	0.875
F2I909.1/1390-1477	0.816901408450704
F8E3C8.1/1107-1206	1
F8E3C8.1/1000-1099	1
F8E3C8.1/893-992	1
F8E3C8.1/786-885	1
F8E3C8.1/679-778	1
F8E3C8.1/572-671	0.851063829787234
G5KDY8.1/1030-1105	1
G5KDY8.1/951-1026	1
G5KDY8.1/872-947	1
G5KEA1.1/224-299	0.743243243243243
G5KEA1.1/145-220	0.743243243243243
H3NG62.1/458-523	0.921875
H3NG62.1/379-454	0.921875
I3WGL8.1/1618-1708	0.983606557377049
I3WGL8.1/1515-1605	1
I3WGL8.1/1412-1502	1
I7LCY9.1/934-1013	0.934210526315789
I7LCY9.1/849-928	0.934210526315789
I7WG67.1/382-454	1
I7WG67.1/306-378	1
I7WG67.1/230-302	1
K0YNW5.1/721-813	1
K0YNW5.1/623-715	1
N2ALZ0.1/2204-2279	0.933333333333333
N2ALZ0.1/2125-2200	0.946666666666667
N2ALZ0.1/2044-2119	0.946666666666667
N2ALZ0.1/1968-2040	0.728571428571429
N2APX8.1/1036-1111	0.934210526315789
N2APX8.1/952-1027	0.934210526315789
N2APX8.1/869-943	0.906666666666667
Q4L3P2.1/1455-1538	0.905405405405405
Q4L3P2.1/1369-1452	0.918918918918919
Q4L3P2.1/1283-1366	0.986486486486487
Q4L3P2.1/1197-1280	0.986486486486487
Q4L3P2.1/1111-1194	0.972972972972973
Q4L3P2.1/1025-1108	0.972972972972973
Q4L3P2.1/939-1022	0.959459459459459
Q4L3P2.1/853-936	0.959459459459459
Q5FIM7.1/1663-1738	0.893333333333333
Q5FIM7.1/1573-1648	0.906666666666667
Q5FIM7.1/1492-1567	0.906666666666667
Q5FIM8.1/1438-1513	0.826666666666667
Q5FIM8.1/1355-1430	0.96
Q5FIM8.1/1272-1347	0.96
Q5FIM8.1/1167-1264	0.942028985507246
Q5FIM8.1/1063-1160	0.942028985507246
Q74HU0.1/2562-2637	0.92
Q74HU0.1/2481-2556	0.92
Q74HU0.1/2402-2477	0.92
Q74HU0.1/2321-2396	0.933333333333333
Q74HU0.1/2242-2317	0.933333333333333
Q8E1C4.1/1257-1332	1
Q8E1C4.1/1178-1253	1
Q8E1C4.1/1099-1174	1
Q8E1C4.1/1020-1095	1
Q8E1C4.1/941-1016	1
Q8E1C4.1/862-937	1
Q8E1C4.1/783-858	1
Q8E1C4.1/704-779	1
Q8E1C4.1/625-700	1
Q8E1C4.1/546-621	1
Q8E1C4.1/467-542	1
Q8E1C4.1/388-463	1
Q8E1C4.1/309-384	1
S2XAE6.1/252-335	0.986486486486487
S2XAE6.1/166-249	0.986486486486487
S2XAE6.1/80-163	0.8125
S2XAE6.1/1-77	0.8125
S2XU97.1/893-976	0.794520547945205
S2XU97.1/807-890	0.794520547945205
S3XWZ7.1/415-513	0.75
S3XWZ7.1/315-412	0.75
T0TF56.1/73-148	0.794117647058823
T0TF56.1/1-69	0.794117647058823
U7PF12.1/1671-1754	0.959459459459459
U7PF12.1/1585-1668	0.959459459459459
U7PF12.1/1499-1582	0.878378378378378
U7PF12.1/1415-1497	0.753424657534247
U7PF12.1/1330-1413	0.753424657534247
U7PF12.1/1244-1327	0.891891891891892
U7PF12.1/1158-1241	0.891891891891892
U7PF12.1/1074-1156	0.783783783783784
U7PF12.1/989-1071	0.783783783783784
U7PG05.1/2520-2603	0.916666666666667
U7PG05.1/2434-2517	0.916666666666667
U7PG05.1/1838-1920	0.72972972972973
U7PG05.1/1753-1835	0.72972972972973
U7PG05.1/138-221	0.932432432432432
U7PG05.1/52-135	0.951219512195122
U7PG05.1/1-49	0.951219512195122
V4QVZ4.1/63-140	1
V4QVZ4.1/1-60	1
V6Z0Y7.1/47-122	1
V6Z0Y7.1/1-43	1
W1UKU0.1/1956-2024	0.742424242424242
W1UKU0.1/1881-1955	0.742424242424242
